question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_04493,EX_WRI_ANI_E_1075,Writing: Animals Easy #39,2024-10-31T14:51:09,2024-11-01T09:34:16.620000,67387.62,2024-11-01T04:33:00,2024-11-01T09:34:16.620000,writing,animals,cow,animals/cow.png,easy,word_completion,2024-11-01T09:34:11,2024-11-01T09:34:16.620000,5.62,rabbit,cow,0,0,0,,0,0,,0,SESS_USER_033_006,USER_033,2,web,2024-11-01T09:34:17.957757
Q_04494,EX_COM_BOD_H_888,Comprehension: Body Parts Hard #24,2024-06-13T07:11:40,2024-06-14T01:55:14.950000,67414.95,2024-06-14T00:24:30,2024-06-14T01:55:14.950000,comprehension,body_parts,hair,body_parts/hair.png,hard,word_to_pic,2024-06-14T01:54:59,2024-06-14T01:55:14.950000,15.95,shoulder,hair,0,0,1,sentence_completion,2,7,9.69,2,SESS_USER_003_004,USER_003,3,mobile,2024-06-14T01:55:15.727994
Q_04495,EX_WRI_CLO_E_1202,Writing: Clothing Easy #26,2024-04-11T13:42:07,2024-04-12T08:26:28.490000,67461.49,2024-04-11T23:23:00,2024-04-12T08:26:28.490000,writing,clothing,cap,clothing/cap.png,easy,pic_to_word,2024-04-12T08:25:40,2024-04-12T08:26:28.490000,48.49,cap,cap,1,1,1,functional,7,2,12.92,4,SESS_USER_004_004,USER_004,2,mobile,2024-04-12T08:26:28.702281
Q_04496,EX_COM_FOO_H_1602,Comprehension: Food Hard #27,2024-03-13T22:24:36,2024-03-14T17:09:02.040000,67466.04,2024-03-13T22:04:30,2024-03-14T17:09:02.040000,comprehension,food,rice,food/rice.png,hard,category_sorting,2024-03-14T17:08:21,2024-03-14T17:09:02.040000,41.04,rice,rice,1,1,0,,0,0,,0,SESS_USER_009_003,USER_009,1,mobile,2024-03-14T17:09:04.007539
Q_04497,EX_WRI_ANI_E_1348,Writing: Animals Easy #25,2024-08-13T21:02:04,2024-08-14T15:46:12.930000,67448.93,2024-08-14T03:27:00,2024-08-14T15:46:12.930000,writing,animals,turtle,animals/turtle.png,easy,spelling_choice,2024-08-14T15:46:08,2024-08-14T15:46:12.930000,4.93,turtle,turtle,1,1,0,,0,0,,0,SESS_USER_025_002,USER_025,4,mobile,2024-08-14T15:46:14.509583
Q_04498,EX_COM_BOD_H_1584,Comprehension: Body Parts Hard #42,2024-04-25T04:43:35,2024-04-25T23:28:20.620000,67485.62,2024-04-25T05:09:30,2024-04-25T23:28:20.620000,comprehension,body_parts,neck,body_parts/neck.png,hard,word_to_pic,2024-04-25T23:27:52,2024-04-25T23:28:20.620000,28.62,elbow,neck,0,0,0,,0,0,,0,SESS_USER_036_011,USER_036,1,mobile,2024-04-25T23:28:21.675548
Q_04499,EX_WRI_CLO_E_1202,Writing: Clothing Easy #26,2024-04-11T13:42:07,2024-04-12T08:26:40.180000,67473.18,2024-04-11T23:23:00,2024-04-12T08:26:40.180000,writing,clothing,shoe,clothing/shoe.png,easy,fill_in_blank,2024-04-12T08:26:38,2024-04-12T08:26:40.180000,2.18,shoe,shoe,1,1,0,,0,0,,0,SESS_USER_004_004,USER_004,2,mobile,2024-04-12T08:26:40.644801
Q_04500,EX_COM_FOO_H_1520,Comprehension: Food Hard #42,2024-08-05T08:59:36,2024-08-06T03:44:34.790000,67498.79,2024-08-05T11:09:30,2024-08-06T03:44:34.790000,comprehension,food,carrot,food/carrot.png,hard,word_to_pic,2024-08-06T03:44:26,2024-08-06T03:44:34.790000,8.79,rice,carrot,0,0,1,sentence_completion,1,4,45.92,1,SESS_USER_031_008,USER_031,3,mobile,2024-08-06T03:44:35.054221
Q_04501,EX_WRI_ANI_E_1603,Writing: Animals Easy #41,2024-01-29T23:51:05,2024-01-30T18:36:13.500000,67508.5,2024-01-29T21:34:00,2024-01-30T18:36:13.500000,writing,animals,cat,animals/cat.png,easy,word_completion,2024-01-30T18:36:09,2024-01-30T18:36:13.500000,4.5,cat,cat,1,1,0,,0,0,,0,SESS_USER_015_008,USER_015,2,mobile,2024-01-30T18:36:14.973133
Q_04502,EX_COM_BOD_H_1182,Comprehension: Body Parts Hard #20,2024-05-24T15:44:37,2024-05-25T10:30:04.990000,67527.99,2024-05-25T02:20:30,2024-05-25T10:30:04.990000,comprehension,body_parts,head,body_parts/head.png,hard,sentence_matching,2024-05-25T10:29:53,2024-05-25T10:30:04.990000,11.99,neck,head,0,0,1,modeling,4,6,23.52,3,SESS_USER_023_002,USER_023,4,mobile,2024-05-25T10:30:06.632316
Q_04503,EX_WRI_CLO_E_1532,Writing: Clothing Easy #26,2024-07-03T07:43:02,2024-07-04T02:28:43.050000,67541.05,2024-07-03T09:11:00,2024-07-04T02:28:43.050000,writing,clothing,blouse,clothing/blouse.png,easy,pic_to_word,2024-07-04T02:28:33,2024-07-04T02:28:43.050000,10.05,blouse,blouse,1,1,1,written_initial,6,2,55.9,3,SESS_USER_020_003,USER_020,5,mobile,2024-07-04T02:28:44.732720
Q_04504,EX_COM_FOO_H_1604,Comprehension: Food Hard #42,2024-09-19T11:49:34,2024-09-20T06:35:48.910000,67574.91,2024-09-19T11:49:30,2024-09-20T06:35:48.910000,comprehension,food,chicken,food/chicken.png,hard,yes_no_question,2024-09-20T06:35:22,2024-09-20T06:35:48.910000,26.91,chicken,chicken,1,1,1,modeling,2,1,14.21,2,SESS_USER_011_008,USER_011,4,web,2024-09-20T06:35:49.150363
Q_04505,EX_WRI_ANI_E_958,Writing: Animals Easy #35,2024-10-13T10:03:05,2024-10-14T04:49:13.040000,67568.04,2024-10-14T02:35:00,2024-10-14T04:49:13.040000,writing,animals,lion,animals/lion.png,easy,spelling_choice,2024-10-14T04:49:06,2024-10-14T04:49:13.040000,7.04,lion,lion,1,1,0,,0,0,,0,SESS_USER_029_004,USER_029,2,mobile,2024-10-14T04:49:14.576644
Q_04506,EX_COM_BOD_H_1605,Comprehension: Body Parts Hard #37,2024-05-30T00:14:30,2024-05-30T19:01:17.140000,67607.14,2024-05-30T00:14:30,2024-05-30T19:01:17.140000,comprehension,body_parts,knee,body_parts/knee.png,hard,yes_no_question,2024-05-30T19:00:47,2024-05-30T19:01:17.140000,30.14,knee,knee,1,0,1,written_initial,3,1,38.24,3,SESS_USER_049_006,USER_049,1,web,2024-05-30T19:01:17.675882
Q_04507,EX_WRI_CLO_E_1315,Writing: Clothing Easy #37,2024-04-15T20:42:07,2024-04-16T15:29:11.810000,67624.81,2024-04-16T04:12:00,2024-04-16T15:29:11.810000,writing,clothing,pants,clothing/pants.png,easy,fill_in_blank,2024-04-16T15:28:37,2024-04-16T15:29:11.810000,34.81,pants,pants,1,1,1,sentence_completion,5,1,31.72,2,SESS_USER_042_005,USER_042,5,mobile,2024-04-16T15:29:12.116202
Q_04508,EX_COM_FOO_H_1293,Comprehension: Food Hard #20,2024-05-24T18:29:38,2024-05-25T13:16:42.590000,67624.59,2024-05-25T02:20:30,2024-05-25T13:16:42.590000,comprehension,food,carrot,food/carrot.png,hard,sentence_matching,2024-05-25T13:16:25,2024-05-25T13:16:42.590000,17.59,milk,carrot,0,0,0,,0,0,,0,SESS_USER_023_002,USER_023,4,mobile,2024-05-25T13:16:43.041745
Q_04509,EX_WRI_ANI_E_1568,Writing: Animals Easy #38,2024-10-15T04:32:01,2024-10-15T23:19:12.870000,67631.87,2024-10-15T05:36:00,2024-10-15T23:19:12.870000,writing,animals,tiger,animals/tiger.png,easy,spelling_choice,2024-10-15T23:19:01,2024-10-15T23:19:12.870000,11.87,tiger,tiger,1,1,0,,0,0,,0,SESS_USER_048_004,USER_048,4,web,2024-10-15T23:19:13.629854
Q_04510,EX_COM_BOD_H_1560,Comprehension: Body Parts Hard #30,2024-12-25T21:23:40,2024-12-26T16:11:13.390000,67653.39,2024-12-25T22:28:30,2024-12-26T16:11:13.390000,comprehension,body_parts,neck,body_parts/neck.png,hard,word_to_pic,2024-12-26T16:10:59,2024-12-26T16:11:13.390000,14.39,neck,neck,1,1,0,,0,0,,0,SESS_USER_017_004,USER_017,5,web,2024-12-26T16:11:13.540825
Q_04511,EX_WRI_CLO_E_1606,Writing: Clothing Easy #35,2024-03-31T22:47:05,2024-04-01T17:34:43.920000,67658.92,2024-03-31T22:47:00,2024-04-01T17:34:43.920000,writing,clothing,tie,clothing/tie.png,easy,fill_in_blank,2024-04-01T17:34:40,2024-04-01T17:34:43.920000,3.92,tie,tie,1,1,0,,0,0,,0,SESS_USER_016_005,USER_016,2,web,2024-04-01T17:34:45.087489
Q_04512,EX_COM_FOO_H_1579,Comprehension: Food Hard #25,2024-11-11T11:16:35,2024-11-12T06:05:04.620000,67709.62,2024-11-11T11:16:30,2024-11-12T06:05:04.620000,comprehension,food,water,food/water.png,hard,yes_no_question,2024-11-12T06:04:25,2024-11-12T06:05:04.620000,39.62,water,water,1,1,1,written_initial,2,2,39.76,1,SESS_USER_040_005,USER_040,3,web,2024-11-12T06:05:06.180446
Q_04513,EX_WRI_ANI_E_1348,Writing: Animals Easy #25,2024-08-13T21:02:04,2024-08-14T15:50:12.620000,67688.62,2024-08-14T03:27:00,2024-08-14T15:50:12.620000,writing,animals,frog,animals/frog.png,easy,spelling_choice,2024-08-14T15:50:07,2024-08-14T15:50:12.620000,5.62,frog,frog,1,1,0,,0,0,,0,SESS_USER_025_002,USER_025,4,web,2024-08-14T15:50:14.403787
Q_04514,EX_COM_BOD_H_1132,Comprehension: Body Parts Hard #26,2024-04-11T11:47:36,2024-04-12T06:36:00.560000,67704.56,2024-04-12T00:07:30,2024-04-12T06:36:00.560000,comprehension,body_parts,neck,body_parts/neck.png,hard,yes_no_question,2024-04-12T06:35:52,2024-04-12T06:36:00.560000,8.56,nose,neck,0,0,0,,0,0,,0,SESS_USER_004_004,USER_004,2,mobile,2024-04-12T06:36:02.109628
Q_04515,EX_WRI_CLO_E_1231,Writing: Clothing Easy #39,2024-10-31T19:02:06,2024-11-01T13:50:46.190000,67720.19,2024-11-01T04:33:00,2024-11-01T13:50:46.190000,writing,clothing,sandal,clothing/sandal.png,easy,pic_to_word,2024-11-01T13:50:39,2024-11-01T13:50:46.190000,7.19,sandal,sandal,1,1,0,,0,0,,0,SESS_USER_033_006,USER_033,2,web,2024-11-01T13:50:47.282633
Q_04516,EX_COM_FOO_H_1607,Comprehension: Food Hard #32,2024-11-26T22:18:31,2024-11-27T17:07:26.670000,67735.67,2024-11-26T22:18:30,2024-11-27T17:07:26.670000,comprehension,food,egg,food/egg.png,hard,sentence_matching,2024-11-27T17:07:18,2024-11-27T17:07:26.670000,8.67,milk,egg,0,0,0,,0,0,,0,SESS_USER_039_004,USER_039,1,web,2024-11-27T17:07:27.554184
Q_04517,EX_WRI_ANI_E_1377,Writing: Animals Easy #37,2024-04-15T22:15:00,2024-04-16T17:04:09.230000,67749.23,2024-04-16T04:12:00,2024-04-16T17:04:09.230000,writing,animals,monkey,animals/monkey.png,easy,fill_in_blank,2024-04-16T17:04:03,2024-04-16T17:04:09.230000,6.23,monkey,monkey,1,1,0,,0,0,,0,SESS_USER_042_005,USER_042,5,mobile,2024-04-16T17:04:11.039516
Q_04518,EX_COM_BOD_H_1538,Comprehension: Body Parts Hard #41,2024-07-22T08:01:30,2024-07-23T02:51:04.440000,67774.44,2024-07-22T10:07:30,2024-07-23T02:51:04.440000,comprehension,body_parts,tooth,body_parts/tooth.png,hard,category_sorting,2024-07-23T02:50:46,2024-07-23T02:51:04.440000,18.44,chest,tooth,0,0,0,,0,0,,0,SESS_USER_001_006,USER_001,1,web,2024-07-23T02:51:05.144519
Q_04519,EX_WRI_CLO_E_1585,Writing: Clothing Easy #20,2024-05-25T01:55:01,2024-05-25T20:44:45.860000,67784.86,2024-05-25T02:39:00,2024-05-25T20:44:45.860000,writing,clothing,tie,clothing/tie.png,easy,fill_in_blank,2024-05-25T20:44:36,2024-05-25T20:44:45.860000,9.86,tie,tie,1,1,0,,0,0,,0,SESS_USER_023_002,USER_023,4,mobile,2024-05-25T20:44:46.426802
Q_04520,EX_COM_FOO_H_860,Comprehension: Food Hard #17,2024-06-08T06:28:36,2024-06-09T01:18:32.500000,67796.5,2024-06-09T00:29:30,2024-06-09T01:18:32.500000,comprehension,food,milk,food/milk.png,hard,category_sorting,2024-06-09T01:18:22,2024-06-09T01:18:32.500000,10.5,milk,milk,1,1,1,modeling,1,4,39.2,1,SESS_USER_044_001,USER_044,1,mobile,2024-06-09T01:18:33.949084
Q_04521,EX_WRI_ANI_E_1608,Writing: Animals Easy #27,2024-06-17T05:18:10,2024-06-18T00:08:15.970000,67805.97,2024-06-17T04:21:00,2024-06-18T00:08:15.970000,writing,animals,cat,animals/cat.png,easy,fill_in_blank,2024-06-18T00:08:10,2024-06-18T00:08:15.970000,5.97,cat,cat,1,1,0,,0,0,,0,SESS_USER_043_005,USER_043,3,web,2024-06-18T00:08:16.806450
Q_04522,EX_COM_BOD_H_1609,Comprehension: Body Parts Hard #42,2024-01-30T00:01:38,2024-01-30T18:52:32.290000,67854.29,2024-01-30T00:01:30,2024-01-30T18:52:32.290000,comprehension,body_parts,hair,body_parts/hair.png,hard,category_sorting,2024-01-30T18:51:58,2024-01-30T18:52:32.290000,34.29,neck,hair,0,0,1,spelling,1,1,50.79,1,SESS_USER_015_008,USER_015,2,mobile,2024-01-30T18:52:33.310623
Q_04523,EX_WRI_CLO_E_1493,Writing: Clothing Easy #30,2024-12-25T19:36:00,2024-12-26T14:26:45.780000,67845.78,2024-12-25T22:52:00,2024-12-26T14:26:45.780000,writing,clothing,sweater,clothing/sweater.png,easy,pic_to_word,2024-12-26T14:26:35,2024-12-26T14:26:45.780000,10.78,sweater,sweater,1,1,0,,0,0,,0,SESS_USER_017_004,USER_017,5,web,2024-12-26T14:26:46.324843
Q_04524,EX_COM_FOO_H_1556,Comprehension: Food Hard #35,2024-12-31T08:04:40,2025-01-01T02:56:48.350000,67928.35,2024-12-31T08:49:30,2025-01-01T02:56:48.350000,comprehension,food,chicken,food/chicken.png,hard,sentence_matching,2025-01-01T02:55:25,2025-01-01T02:56:48.350000,83.35,chicken,chicken,1,0,1,spelling,3,2,27.76,1,SESS_USER_041_005,USER_041,3,web,2025-01-01T02:56:50.292005
Q_04525,EX_WRI_ANI_E_1377,Writing: Animals Easy #37,2024-04-15T22:15:00,2024-04-16T17:06:23.330000,67883.33,2024-04-16T04:12:00,2024-04-16T17:06:23.330000,writing,animals,frog,animals/frog.png,easy,spelling_choice,2024-04-16T17:06:01,2024-04-16T17:06:23.330000,22.33,frog,frog,1,1,1,spelling,1,4,8.46,1,SESS_USER_042_005,USER_042,5,mobile,2024-04-16T17:06:24.133748
Q_04526,EX_COM_BOD_H_1610,Comprehension: Body Parts Hard #42,2024-09-11T07:58:31,2024-09-12T02:50:57.530000,67946.53,2024-09-11T07:14:30,2024-09-12T02:50:57.530000,comprehension,body_parts,chest,body_parts/chest.png,hard,word_to_pic,2024-09-12T02:49:46,2024-09-12T02:50:57.530000,71.53,chest,chest,1,1,1,written_initial,7,1,18.4,4,SESS_USER_026_009,USER_026,5,web,2024-09-12T02:50:57.642299
Q_04527,EX_WRI_CLO_E_796,Writing: Clothing Easy #17,2024-08-11T03:27:05,2024-08-11T22:18:47.700000,67902.7,2024-08-11T23:30:00,2024-08-11T22:18:47.700000,writing,clothing,hat,clothing/hat.png,easy,fill_in_blank,2024-08-11T22:18:39,2024-08-11T22:18:47.700000,8.7,hat,hat,1,1,1,phonemic,4,4,35.78,2,SESS_USER_002_002,USER_002,1,web,2024-08-11T22:18:47.879491
Q_04528,EX_COM_FOO_H_1611,Comprehension: Food Hard #39,2024-02-11T10:41:38,2024-02-12T05:33:51.720000,67933.72,2024-02-11T10:41:30,2024-02-12T05:33:51.720000,comprehension,food,milk,food/milk.png,hard,yes_no_question,2024-02-12T05:33:28,2024-02-12T05:33:51.720000,23.72,apple,milk,0,0,0,,0,0,,0,SESS_USER_048_005,USER_048,4,web,2024-02-12T05:33:52.937242
Q_04529,EX_WRI_ANI_E_1504,Writing: Animals Easy #34,2024-10-30T03:44:02,2024-10-30T22:36:09.750000,67927.75,2024-10-30T06:46:00,2024-10-30T22:36:09.750000,writing,animals,snake,animals/snake.png,easy,word_completion,2024-10-30T22:36:02,2024-10-30T22:36:09.750000,7.75,snake,snake,1,1,0,,0,0,,0,SESS_USER_030_005,USER_030,4,mobile,2024-10-30T22:36:10.385064
Q_04530,EX_COM_BOD_H_1600,Comprehension: Body Parts Hard #24,2024-09-15T04:35:37,2024-09-15T23:28:07.780000,67950.78,2024-09-15T04:35:30,2024-09-15T23:28:07.780000,comprehension,body_parts,shoulder,body_parts/shoulder.png,hard,sentence_matching,2024-09-15T23:27:57,2024-09-15T23:28:07.780000,10.78,leg,shoulder,0,0,0,,0,0,,0,SESS_USER_006_004,USER_006,2,mobile,2024-09-15T23:28:08.168437
Q_04531,EX_WRI_CLO_E_1612,Writing: Clothing Easy #31,2024-12-25T22:56:09,2024-12-26T17:48:51.170000,67962.17,2024-12-25T22:52:00,2024-12-26T17:48:51.170000,writing,clothing,belt,clothing/belt.png,easy,word_completion,2024-12-26T17:48:39,2024-12-26T17:48:51.170000,12.17,belt,belt,1,1,1,functional,1,1,54.4,1,SESS_USER_017_004,USER_017,5,web,2024-12-26T17:48:52.918499
Q_04532,EX_COM_FOO_H_1515,Comprehension: Food Hard #31,2024-01-20T07:17:33,2024-01-21T02:11:17.190000,68024.19,2024-01-20T09:43:30,2024-01-21T02:11:17.190000,comprehension,food,orange,food/orange.png,hard,yes_no_question,2024-01-21T02:10:19,2024-01-21T02:11:17.190000,58.19,orange,orange,1,1,1,rhyming,6,3,20.15,6,SESS_USER_021_003,USER_021,2,mobile,2024-01-21T02:11:19.001995
Q_04533,EX_WRI_ANI_E_1491,Writing: Animals Easy #26,2024-06-28T20:57:10,2024-06-29T15:50:24.800000,67994.8,2024-06-29T00:19:00,2024-06-29T15:50:24.800000,writing,animals,horse,animals/horse.png,easy,spelling_choice,2024-06-29T15:50:14,2024-06-29T15:50:24.800000,10.8,horse,horse,1,1,0,,0,0,,0,SESS_USER_034_004,USER_034,2,web,2024-06-29T15:50:24.995762
Q_04534,EX_COM_BOD_H_1182,Comprehension: Body Parts Hard #20,2024-05-24T15:44:37,2024-05-25T10:38:01.850000,68004.85,2024-05-25T02:46:30,2024-05-25T10:38:01.850000,comprehension,body_parts,toe,body_parts/toe.png,hard,word_to_pic,2024-05-25T10:37:53,2024-05-25T10:38:01.850000,8.85,toe,toe,1,1,0,,0,0,,0,SESS_USER_023_002,USER_023,4,mobile,2024-05-25T10:38:03.789943
Q_04535,EX_WRI_CLO_E_1306,Writing: Clothing Easy #27,2024-03-13T14:48:07,2024-03-14T09:42:20.590000,68053.59,2024-03-13T22:44:00,2024-03-14T09:42:20.590000,writing,clothing,coat,clothing/coat.png,easy,spelling_choice,2024-03-14T09:41:40,2024-03-14T09:42:20.590000,40.59,coat,coat,1,1,1,spelling,6,2,22.62,5,SESS_USER_009_003,USER_009,1,mobile,2024-03-14T09:42:21.635701
Q_04536,EX_COM_FOO_H_1613,Comprehension: Food Hard #18,2024-06-09T01:38:32,2024-06-09T20:32:37.460000,68045.46,2024-06-09T00:29:30,2024-06-09T20:32:37.460000,comprehension,food,apple,food/apple.png,hard,sentence_matching,2024-06-09T20:32:17,2024-06-09T20:32:37.460000,20.46,apple,apple,1,1,1,rhyming,5,1,49.11,2,SESS_USER_044_001,USER_044,1,mobile,2024-06-09T20:32:38.006701
Q_04537,EX_WRI_ANI_E_1503,Writing: Animals Easy #38,2024-11-11T08:19:06,2024-11-12T03:13:16.110000,68050.11,2024-11-11T10:37:00,2024-11-12T03:13:16.110000,writing,animals,chicken,animals/chicken.png,easy,spelling_choice,2024-11-12T03:13:07,2024-11-12T03:13:16.110000,9.11,snake,chicken,0,0,0,,0,0,,0,SESS_USER_027_005,USER_027,3,mobile,2024-11-12T03:13:17.179533
Q_04538,EX_COM_BOD_H_1180,Comprehension: Body Parts Hard #31,2024-09-10T21:06:39,2024-09-11T16:01:22.010000,68083.01,2024-09-11T08:12:30,2024-09-11T16:01:22.010000,comprehension,body_parts,tooth,body_parts/tooth.png,hard,word_to_pic,2024-09-11T16:00:57,2024-09-11T16:01:22.010000,25.01,neck,tooth,0,0,1,written_initial,5,3,28.78,1,SESS_USER_032_003,USER_032,3,web,2024-09-11T16:01:22.903095
Q_04539,EX_WRI_CLO_E_1566,Writing: Clothing Easy #29,2024-10-31T22:26:00,2024-11-01T17:20:42.020000,68082.02,2024-10-31T21:49:00,2024-11-01T17:20:42.020000,writing,clothing,skirt,clothing/skirt.png,easy,pic_to_word,2024-11-01T17:20:35,2024-11-01T17:20:42.020000,7.02,sweater,skirt,0,0,0,,0,0,,0,SESS_USER_028_003,USER_028,1,web,2024-11-01T17:20:43.276505
Q_04540,EX_COM_FOO_H_1579,Comprehension: Food Hard #25,2024-11-11T11:16:35,2024-11-12T06:11:46.760000,68111.76,2024-11-11T11:16:30,2024-11-12T06:11:46.760000,comprehension,food,bread,food/bread.png,hard,category_sorting,2024-11-12T06:11:23,2024-11-12T06:11:46.760000,23.76,potato,bread,0,0,0,,0,0,,0,SESS_USER_040_005,USER_040,3,web,2024-11-12T06:11:47.425830
Q_04541,EX_WRI_ANI_E_1614,Writing: Animals Easy #36,2024-12-31T09:51:04,2025-01-01T04:46:08.290000,68104.29,2024-12-31T09:51:00,2025-01-01T04:46:08.290000,writing,animals,elephant,animals/elephant.png,easy,word_completion,2025-01-01T04:46:04,2025-01-01T04:46:08.290000,4.29,elephant,elephant,1,1,0,,0,0,,0,SESS_USER_041_005,USER_041,3,web,2025-01-01T04:46:08.855723
Q_04542,EX_COM_BOD_H_1563,Comprehension: Body Parts Hard #36,2024-12-31T08:19:40,2025-01-01T03:16:34.380000,68214.38,2024-12-31T09:51:30,2025-01-01T03:16:34.380000,comprehension,body_parts,knee,body_parts/knee.png,hard,sentence_matching,2025-01-01T03:14:58,2025-01-01T03:16:34.380000,96.38,head,knee,0,0,1,phonemic,5,1,16.65,2,SESS_USER_041_005,USER_041,3,mobile,2025-01-01T03:16:35.942531
Q_04543,EX_WRI_CLO_E_1500,Writing: Clothing Easy #34,2024-10-30T03:37:05,2024-10-30T22:32:44.700000,68139.7,2024-10-30T06:46:00,2024-10-30T22:32:44.700000,writing,clothing,shorts,clothing/shorts.png,easy,spelling_choice,2024-10-30T22:32:39,2024-10-30T22:32:44.700000,5.7,shorts,shorts,1,1,1,phonemic,3,1,12.04,2,SESS_USER_030_005,USER_030,4,mobile,2024-10-30T22:32:46.263844
Q_04544,EX_COM_FOO_H_1083,Comprehension: Food Hard #29,2024-10-31T09:58:33,2024-11-01T04:54:33.480000,68160.48,2024-10-31T23:52:30,2024-11-01T04:54:33.480000,comprehension,food,carrot,food/carrot.png,hard,category_sorting,2024-11-01T04:54:23,2024-11-01T04:54:33.480000,10.48,carrot,carrot,1,1,0,,0,0,,0,SESS_USER_028_003,USER_028,1,web,2024-11-01T04:54:33.637130
Q_04545,EX_WRI_ANI_E_1377,Writing: Animals Easy #37,2024-04-15T22:15:00,2024-04-16T17:11:13.990000,68173.99,2024-04-16T04:12:00,2024-04-16T17:11:13.990000,writing,animals,elephant,animals/elephant.png,easy,fill_in_blank,2024-04-16T17:11:04,2024-04-16T17:11:13.990000,9.99,elephant,elephant,1,1,0,,0,0,,0,SESS_USER_042_005,USER_042,5,mobile,2024-04-16T17:11:14.648382
Q_04546,EX_COM_BOD_H_1615,Comprehension: Body Parts Hard #43,2024-04-25T05:43:32,2024-04-26T00:40:10.300000,68198.3,2024-04-25T05:09:30,2024-04-26T00:40:10.300000,comprehension,body_parts,ear,body_parts/ear.png,hard,sentence_matching,2024-04-26T00:39:49,2024-04-26T00:40:10.300000,21.3,ear,ear,1,1,0,,0,0,,0,SESS_USER_036_011,USER_036,1,mobile,2024-04-26T00:40:11.774164
Q_04547,EX_WRI_CLO_E_1596,Writing: Clothing Easy #25,2024-08-14T03:27:10,2024-08-14T22:23:52.530000,68202.53,2024-08-14T03:27:00,2024-08-14T22:23:52.530000,writing,clothing,sock,clothing/sock.png,easy,fill_in_blank,2024-08-14T22:23:45,2024-08-14T22:23:52.530000,7.53,sock,sock,1,1,0,,0,0,,0,SESS_USER_025_002,USER_025,4,web,2024-08-14T22:23:54.083839
Q_04548,EX_COM_FOO_H_1494,Comprehension: Food Hard #24,2024-04-06T03:12:34,2024-04-06T22:09:38.490000,68224.49,2024-04-06T06:40:30,2024-04-06T22:09:38.490000,comprehension,food,potato,food/potato.png,hard,category_sorting,2024-04-06T22:09:24,2024-04-06T22:09:38.490000,14.49,cheese,potato,0,0,0,,0,0,,0,SESS_USER_050_003,USER_050,5,mobile,2024-04-06T22:09:38.600065
Q_04549,EX_WRI_ANI_E_1616,Writing: Animals Easy #26,2024-11-11T12:25:01,2024-11-12T07:22:14.230000,68233.23,2024-11-11T12:25:00,2024-11-12T07:22:14.230000,writing,animals,pig,animals/pig.png,easy,fill_in_blank,2024-11-12T07:22:04,2024-11-12T07:22:14.230000,10.23,pig,pig,1,1,0,,0,0,,0,SESS_USER_040_005,USER_040,3,web,2024-11-12T07:22:14.469128
Q_04550,EX_COM_BOD_H_1617,Comprehension: Body Parts Hard #24,2024-10-22T01:04:37,2024-10-22T20:02:05.060000,68248.06,2024-10-21T23:17:30,2024-10-22T20:02:05.060000,comprehension,body_parts,hand,body_parts/hand.png,hard,word_to_pic,2024-10-22T20:01:52,2024-10-22T20:02:05.060000,13.06,elbow,hand,0,0,0,,0,0,,0,SESS_USER_024_003,USER_024,2,web,2024-10-22T20:02:06.918185
Q_04551,EX_WRI_CLO_E_1618,Writing: Clothing Easy #27,2024-06-29T00:28:06,2024-06-29T19:26:10.300000,68284.3,2024-06-29T00:19:00,2024-06-29T19:26:10.300000,writing,clothing,hat,clothing/hat.png,easy,fill_in_blank,2024-06-29T19:25:38,2024-06-29T19:26:10.300000,32.3,hat,hat,1,1,1,written_initial,2,1,35.18,1,SESS_USER_034_004,USER_034,2,web,2024-06-29T19:26:11.436181
Q_04552,EX_COM_FOO_H_1619,Comprehension: Food Hard #40,2024-02-04T04:07:39,2024-02-04T23:06:20.600000,68321.6,2024-02-04T04:07:30,2024-02-04T23:06:20.600000,comprehension,food,soup,food/soup.png,hard,category_sorting,2024-02-04T23:05:26,2024-02-04T23:06:20.600000,54.6,soup,soup,1,0,1,modeling,6,1,38.3,2,SESS_USER_022_010,USER_022,5,mobile,2024-02-04T23:06:20.822273
Q_04553,EX_WRI_ANI_E_1620,Writing: Animals Easy #33,2024-11-26T22:37:01,2024-11-27T17:35:16.510000,68295.51,2024-11-26T22:37:00,2024-11-27T17:35:16.510000,writing,animals,cat,animals/cat.png,easy,pic_to_word,2024-11-27T17:35:03,2024-11-27T17:35:16.510000,13.51,bird,cat,0,0,0,,0,0,,0,SESS_USER_039_004,USER_039,1,web,2024-11-27T17:35:17.029824
Q_04554,EX_COM_BOD_H_1180,Comprehension: Body Parts Hard #31,2024-09-10T21:06:39,2024-09-11T16:05:14.120000,68315.12,2024-09-11T08:12:30,2024-09-11T16:05:14.120000,comprehension,body_parts,hand,body_parts/hand.png,hard,yes_no_question,2024-09-11T16:04:59,2024-09-11T16:05:14.120000,15.12,shoulder,hand,0,0,1,rhyming,4,4,40.38,2,SESS_USER_032_003,USER_032,3,mobile,2024-09-11T16:05:15.219673
