question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_C_KK_E_004,EX_C_KK_E_004,Kefahaman - Kata Kerja Mudah,2024-03-22T21:18:31,2024-03-23T13:48:54.300000,59423.3,2024-02-22T22:58:30,2024-03-23T13:48:54.300000,comprehension,verbs,images/duduk.png,Perbuatan melabuhkan badan di kerusi atau lantai.,easy,word_to_pic,2024-03-23T13:48:48,2024-03-23T13:48:54.300000,6.3,berdiri,images/duduk.png,0,0,0,,0,0,,0,SESS_USER_015_003,USER_015,2,mobile,2024-03-23T13:48:54.412445
Q_FOOD_M_004,EX_W_FOOD_M_004,Menulis - Makanan Sederhana,2024-03-02T20:04:02,2024-03-03T12:34:53.420000,59451.42,2024-05-28T04:36:00,2024-03-03T12:34:53.420000,writing,food,mee,images/mee.png,medium,pic_to_word,2024-03-03T12:34:37,2024-03-03T12:34:53.420000,16.42,mee,mee,1,1,0,,0,0,,0,SESS_USER_009_004,USER_009,1,mobile,2024-03-03T12:34:54.074712
Q_C_BODY_H_003,EX_C_BODY_H_003,Kefahaman - Badan Sukar,2024-01-08T10:04:33,2024-01-09T02:35:42.550000,59469.55,2024-05-02T17:08:30,2024-01-09T02:35:42.550000,comprehension,body_parts,images/hati.png,Organ dalaman yang menghasilkan empedu dan memproses nutrien.,hard,word_to_pic,2024-01-09T02:35:23,2024-01-09T02:35:42.550000,19.55,siku,images/hati.png,0,0,0,,0,0,,0,SESS_USER_038_005,USER_038,4,mobile,2024-01-09T02:35:44.450008
Q_FOOD_H_004,EX_W_FOOD_H_004,Menulis - Makanan Sukar,2024-03-23T19:38:08,2024-03-24T12:09:32.760000,59484.76,2024-10-06T02:36:00,2024-03-24T12:09:32.760000,writing,food,teh tarik,images/teh_tarik.png,hard,pic_to_word,2024-03-24T12:09:12,2024-03-24T12:09:32.760000,20.76,teh tarik,teh tarik,1,1,0,,0,0,,0,SESS_USER_027_003,USER_027,3,mobile,2024-03-24T12:09:33.259372
Q_C_BODY_M_005,EX_C_BODY_M_005,Kefahaman - Badan Sederhana,2024-03-02T20:09:30,2024-03-03T12:41:00.050000,59490.05,2024-03-19T04:56:30,2024-03-03T12:41:00.050000,comprehension,body_parts,images/bahu.png,Bahagian badan di atas lengan.,medium,word_to_pic,2024-03-03T12:40:49,2024-03-03T12:41:00.050000,11.05,images/mulut.png,images/bahu.png,0,0,1,spelling,2,26,45.23,1,SESS_USER_014_007,USER_014,1,web,2024-03-03T12:41:01.980441
Q_FOOD_M_003,EX_W_FOOD_M_003,Menulis - Makanan Sederhana,2024-02-20T12:39:06,2024-02-21T05:10:52.070000,59506.07,2024-04-30T21:35:00,2024-02-21T05:10:52.070000,writing,food,buah,images/buah.png,medium,pic_to_word,2024-02-21T05:10:39,2024-02-21T05:10:52.070000,13.07,buah,buah,1,0,1,functional,1,23,5.66,1,SESS_USER_048_009,USER_048,4,web,2024-02-21T05:10:53.607522
Q_C_ANI_E_003,EX_C_ANI_E_003,Kefahaman - Haiwan Mudah,2024-06-03T09:15:38,2024-06-04T01:47:36.020000,59518.02,2024-07-11T01:34:30,2024-06-04T01:47:36.020000,comprehension,animals,images/ikan.png,Haiwan ini hidup di dalam air.,easy,word_to_pic,2024-06-04T01:47:28,2024-06-04T01:47:36.020000,8.02,images/burung.png,images/ikan.png,0,0,0,,0,0,,0,SESS_USER_013_005,USER_013,1,web,2024-06-04T01:47:37.111658
Q_ANI_H_005,EX_W_ANI_H_005,Menulis - Haiwan Sukar,2024-04-30T17:31:09,2024-05-01T10:03:21.220000,59532.22,2024-03-30T05:15:00,2024-05-01T10:03:21.220000,writing,animals,rusa,images/rusa.png,hard,pic_to_word,2024-05-01T10:03:12,2024-05-01T10:03:21.220000,9.22,rusa,rusa,1,1,0,,0,0,,0,SESS_USER_025_002,USER_025,4,web,2024-05-01T10:03:21.449738
Q_C_ANI_E_003,EX_C_ANI_E_003,Kefahaman - Haiwan Mudah,2024-06-03T09:15:38,2024-06-04T01:48:40.560000,59582.56,2024-09-05T04:37:30,2024-06-04T01:48:40.560000,comprehension,animals,images/ikan.png,Haiwan ini hidup di dalam air.,easy,word_to_pic,2024-06-04T01:47:57,2024-06-04T01:48:40.560000,43.56,images/ikan.png,images/ikan.png,1,1,1,sentence_completion,5,19,35.77,1,SESS_USER_016_005,USER_016,2,web,2024-06-04T01:48:41.521034
Q_ANI_M_005,EX_W_ANI_M_005,Menulis - Haiwan Sederhana,2024-10-21T15:06:08,2024-10-22T07:38:53.420000,59565.42,2024-01-05T00:13:00,2024-10-22T07:38:53.420000,writing,animals,gajah,images/gajah.png,medium,pic_to_word,2024-10-22T07:38:39,2024-10-22T07:38:53.420000,14.42,gajah,gajah,1,0,1,modeling,2,14,30.69,1,SESS_USER_037_005,USER_037,1,web,2024-10-22T07:38:54.683371
Q_C_BODY_H_001,EX_C_BODY_H_001,Kefahaman - Badan Sukar,2024-10-03T08:51:35,2024-10-04T01:25:06.110000,59611.11,2024-01-13T23:12:30,2024-10-04T01:25:06.110000,comprehension,body_parts,images/jantung.png,Organ dalaman yang mengepam darah ke seluruh badan.,hard,word_to_pic,2024-10-04T01:24:25,2024-10-04T01:25:06.110000,41.11,images/jantung.png,images/jantung.png,1,1,1,modeling,2,41,42.64,2,SESS_USER_006_002,USER_006,2,mobile,2024-10-04T01:25:07.943653
Q_FOOD_H_003,EX_W_FOOD_H_003,Menulis - Makanan Sukar,2024-03-22T20:56:01,2024-03-23T13:29:16.120000,59595.12,2024-09-18T02:18:00,2024-03-23T13:29:16.120000,writing,food,roti canai,images/roti_canai.png,hard,pic_to_word,2024-03-23T13:29:04,2024-03-23T13:29:16.120000,12.12,nasi,roti canai,0,0,0,,0,0,,0,SESS_USER_041_001,USER_041,3,web,2024-03-23T13:29:17.253810
Q_C_BODY_E_005,EX_C_BODY_E_005,Kefahaman - Badan Mudah,2024-09-16T13:29:30,2024-09-17T06:03:08.510000,59618.51,2024-09-21T20:23:30,2024-09-17T06:03:08.510000,comprehension,body_parts,images/mulut.png,Anggota badan untuk makan dan bercakap.,easy,word_to_pic,2024-09-17T06:02:45,2024-09-17T06:03:08.510000,23.51,images/mulut.png,images/mulut.png,1,1,1,phonemic,4,34,9.7,2,SESS_USER_004_006,USER_004,2,mobile,2024-09-17T06:03:09.602649
Q_FOOD_E_002,EX_W_FOOD_E_002,Menulis - Makanan Mudah,2024-10-21T15:17:10,2024-10-22T07:51:14.070000,59644.07,2024-03-23T22:18:00,2024-10-22T07:51:14.070000,writing,food,roti,images/roti.png,easy,pic_to_word,2024-10-22T07:50:41,2024-10-22T07:51:14.070000,33.07,roti,roti,1,0,1,phonemic,3,12,36.36,1,SESS_USER_018_002,USER_018,5,mobile,2024-10-22T07:51:14.313234
Q_C_ANI_E_002,EX_C_ANI_E_002,Kefahaman - Haiwan Mudah,2024-08-12T23:30:33,2024-08-13T16:04:27.050000,59634.05,2024-03-03T05:41:30,2024-08-13T16:04:27.050000,comprehension,animals,images/anjing.png,Haiwan ini menyalak dan menjaga rumah.,easy,word_to_pic,2024-08-13T16:04:21,2024-08-13T16:04:27.050000,6.05,images/anjing.png,images/anjing.png,1,1,0,,0,0,,0,SESS_USER_040_007,USER_040,3,web,2024-08-13T16:04:28.947545
Q_KK_H_002,EX_W_KK_H_002,Menulis - Kata Kerja Sukar,2024-02-20T09:54:07,2024-02-21T02:28:15.390000,59648.39,2024-05-14T23:19:00,2024-02-21T02:28:15.390000,writing,verbs,berfikir,images/berfikir.png,hard,pic_to_word,2024-02-21T02:28:08,2024-02-21T02:28:15.390000,7.39,berfikir,berfikir,1,1,0,,0,0,,0,SESS_USER_024_005,USER_024,2,mobile,2024-02-21T02:28:15.516145
Q_C_ANI_E_002,EX_C_ANI_E_002,Kefahaman - Haiwan Mudah,2024-08-12T23:30:33,2024-08-13T16:04:55.820000,59662.82,2024-09-16T17:55:30,2024-08-13T16:04:55.820000,comprehension,animals,images/anjing.png,Haiwan ini menyalak dan menjaga rumah.,easy,word_to_pic,2024-08-13T16:04:48,2024-08-13T16:04:55.820000,7.82,images/anjing.png,images/anjing.png,1,1,0,,0,0,,0,SESS_USER_028_005,USER_028,1,web,2024-08-13T16:04:56.803228
Q_BADAN_M_001,EX_W_BADAN_M_001,Menulis - Anggota Badan Sederhana,2024-03-15T11:27:04,2024-03-16T04:02:06.350000,59702.35,2024-02-07T05:43:00,2024-03-16T04:02:06.350000,writing,body_parts,hidung,images/hidung.png,medium,pic_to_word,2024-03-16T04:01:34,2024-03-16T04:02:06.350000,32.35,images/leher.png,hidung,0,0,0,,0,0,,0,SESS_USER_047_009,USER_047,1,web,2024-03-16T04:02:07.293034
Q_C_KK_E_003,EX_C_KK_E_003,Kefahaman - Kata Kerja Mudah,2024-06-06T11:17:40,2024-06-07T03:52:40.180000,59700.18,2024-11-07T00:28:30,2024-06-07T03:52:40.180000,comprehension,verbs,images/tidur.png,Perbuatan merehatkan badan dan pejam mata.,easy,word_to_pic,2024-06-07T03:52:27,2024-06-07T03:52:40.180000,13.18,images/tidur.png,images/tidur.png,1,1,0,,0,0,,0,SESS_USER_032_006,USER_032,3,web,2024-06-07T03:52:40.927283
Q_KK_M_004,EX_W_KK_M_004,Menulis - Kata Kerja Sederhana,2024-02-20T08:43:01,2024-02-21T01:18:11.210000,59710.21,2024-02-05T21:29:00,2024-02-21T01:18:11.210000,writing,verbs,lari,images/berlari.png,medium,pic_to_word,2024-02-21T01:18:03,2024-02-21T01:18:11.210000,8.21,lari,lari,1,1,0,,0,0,,0,SESS_USER_001_003,USER_001,1,web,2024-02-21T01:18:11.391879
Q_C_BODY_E_004,EX_C_BODY_E_004,Kefahaman - Badan Mudah,2024-02-04T22:05:35,2024-02-05T14:41:08.010000,59733.01,2024-06-24T21:05:30,2024-02-05T14:41:08.010000,comprehension,body_parts,images/hidung.png,Anggota badan untuk menghidup bau dan bernafas.,easy,word_to_pic,2024-02-05T14:40:51,2024-02-05T14:41:08.010000,17.01,images/hidung.png,images/hidung.png,1,1,1,written_initial,6,14,26.63,4,SESS_USER_029_004,USER_029,2,mobile,2024-02-05T14:41:09.063240
Q_KK_H_005,EX_W_KK_H_005,Menulis - Kata Kerja Sukar,2024-10-20T13:01:07,2024-10-21T05:37:04.250000,59757.25,2024-12-02T02:54:00,2024-10-21T05:37:04.250000,writing,verbs,memasak,images/memasak.png,hard,pic_to_word,2024-10-21T05:36:39,2024-10-21T05:37:04.250000,25.25,berbual,memasak,0,0,1,functional,3,22,48.63,1,SESS_USER_035_007,USER_035,3,web,2024-10-21T05:37:05.804323
Q_C_KK_E_003,EX_C_KK_E_003,Kefahaman - Kata Kerja Mudah,2024-06-06T11:17:40,2024-06-07T03:53:35.760000,59755.76,2024-08-22T05:23:30,2024-06-07T03:53:35.760000,comprehension,verbs,images/tidur.png,Perbuatan merehatkan badan dan pejam mata.,easy,word_to_pic,2024-06-07T03:53:30,2024-06-07T03:53:35.760000,5.76,images/tidur.png,images/tidur.png,1,1,0,,0,0,,0,SESS_USER_026_003,USER_026,5,web,2024-06-07T03:53:36.227420
Q_BADAN_H_001,EX_W_BADAN_H_001,Menulis - Anggota Badan Sukar,2024-06-30T21:19:01,2024-07-01T13:55:43.800000,59802.8,2024-07-11T01:43:00,2024-07-01T13:55:43.800000,writing,body_parts,pergelangan,images/pergelangan.png,hard,pic_to_word,2024-07-01T13:55:06,2024-07-01T13:55:43.800000,37.8,pergelangan,pergelangan,1,1,0,,0,0,,0,SESS_USER_013_005,USER_013,1,web,2024-07-01T13:55:45.329098
Q_C_FOOD_E_003,EX_C_FOOD_E_003,Kefahaman - Makanan Mudah,2024-05-26T16:15:33,2024-05-27T08:52:00.890000,59787.89,2024-03-20T22:14:30,2024-05-27T08:52:00.890000,comprehension,food,images/susu.png,Minuman putih yang baik untuk tulang.,easy,word_to_pic,2024-05-27T08:51:52,2024-05-27T08:52:00.890000,8.89,teh tarik,images/susu.png,0,0,0,,0,0,,0,SESS_USER_017_004,USER_017,5,web,2024-05-27T08:52:02.266830
Q_ANI_H_003,EX_W_ANI_H_003,Menulis - Haiwan Sukar,2024-10-22T11:30:00,2024-10-23T04:06:46.440000,59806.44,2024-04-30T21:35:00,2024-10-23T04:06:46.440000,writing,animals,penyu,images/penyu.png,hard,pic_to_word,2024-10-23T04:06:32,2024-10-23T04:06:46.440000,14.44,images/kucing.png,penyu,0,0,0,,0,0,,0,SESS_USER_048_009,USER_048,4,web,2024-10-23T04:06:47.552507
Q_C_KK_E_002,EX_C_KK_E_002,Kefahaman - Kata Kerja Mudah,2024-05-15T14:15:40,2024-05-16T06:52:49.580000,59829.58,2024-11-21T22:31:30,2024-05-16T06:52:49.580000,comprehension,verbs,images/minum.png,Perbuatan memasukkan minuman ke dalam mulut.,easy,word_to_pic,2024-05-16T06:52:28,2024-05-16T06:52:49.580000,21.58,images/minum.png,images/minum.png,1,1,1,modeling,4,22,30.18,2,SESS_USER_005_003,USER_005,2,mobile,2024-05-16T06:52:50.230424
Q_KK_M_004,EX_W_KK_M_004,Menulis - Kata Kerja Sederhana,2024-02-20T08:43:01,2024-02-21T01:20:37.440000,59856.44,2024-06-24T21:09:00,2024-02-21T01:20:37.440000,writing,verbs,lari,images/berlari.png,medium,pic_to_word,2024-02-21T01:20:05,2024-02-21T01:20:37.440000,32.44,menulis,lari,0,0,0,,0,0,,0,SESS_USER_029_004,USER_029,2,mobile,2024-02-21T01:20:39.236258
Q_C_ANI_E_004,EX_C_ANI_E_004,Kefahaman - Haiwan Mudah,2024-05-26T15:11:40,2024-05-27T07:49:03.930000,59843.93,2024-09-21T20:23:30,2024-05-27T07:49:03.930000,comprehension,animals,images/ayam.png,Haiwan ini berkokok dan bertelur.,easy,word_to_pic,2024-05-27T07:48:57,2024-05-27T07:49:03.930000,6.93,images/ayam.png,images/ayam.png,1,1,1,modeling,1,13,28.71,1,SESS_USER_004_006,USER_004,2,mobile,2024-05-27T07:49:05.313998
Q_BADAN_E_001,EX_W_BADAN_E_001,Menulis - Anggota Badan Mudah,2024-05-15T14:28:01,2024-05-16T07:06:04.040000,59883.04,2024-03-03T20:38:00,2024-05-16T07:06:04.040000,writing,body_parts,tangan,images/tangan.png,easy,pic_to_word,2024-05-16T07:05:31,2024-05-16T07:06:04.040000,33.04,tangan,tangan,1,1,1,spelling,5,11,5.8,4,SESS_USER_010_010,USER_010,5,mobile,2024-05-16T07:06:04.696178
Q_C_ANI_E_005,EX_C_ANI_E_005,Kefahaman - Haiwan Mudah,2024-05-15T08:19:39,2024-05-16T00:57:30.910000,59871.91,2024-05-02T17:08:30,2024-05-16T00:57:30.910000,comprehension,animals,images/burung.png,Haiwan ini terbang dan berkicau.,easy,word_to_pic,2024-05-16T00:57:27,2024-05-16T00:57:30.910000,3.91,images/ayam.png,images/burung.png,0,0,0,,0,0,,0,SESS_USER_038_005,USER_038,4,mobile,2024-05-16T00:57:31.719213
Q_BADAN_H_001,EX_W_BADAN_H_001,Menulis - Anggota Badan Sukar,2024-06-30T21:19:01,2024-07-01T13:57:15.210000,59894.21,2024-09-16T18:03:00,2024-07-01T13:57:15.210000,writing,body_parts,pergelangan,images/pergelangan.png,hard,pic_to_word,2024-07-01T13:57:01,2024-07-01T13:57:15.210000,14.21,pergelangan,pergelangan,1,1,0,,0,0,,0,SESS_USER_028_005,USER_028,1,web,2024-07-01T13:57:16.893991
Q_C_BODY_H_004,EX_C_BODY_H_004,Kefahaman - Badan Sukar,2024-07-16T14:38:37,2024-07-17T07:17:02.490000,59905.49,2024-02-22T22:58:30,2024-07-17T07:17:02.490000,comprehension,body_parts,images/otak.png,Organ dalaman yang mengawal pemikiran dan pergerakan badan.,hard,word_to_pic,2024-07-17T07:16:53,2024-07-17T07:17:02.490000,9.49,images/otak.png,images/otak.png,1,1,0,,0,0,,0,SESS_USER_015_003,USER_015,2,mobile,2024-07-17T07:17:04.421410
Q_FOOD_E_005,EX_W_FOOD_E_005,Menulis - Makanan Mudah,2024-03-14T16:30:07,2024-03-15T09:08:51.760000,59924.76,2024-05-11T17:46:00,2024-03-15T09:08:51.760000,writing,food,ayam,images/ayam_goreng.png,easy,pic_to_word,2024-03-15T09:08:38,2024-03-15T09:08:51.760000,13.76,ayam,ayam,1,1,0,,0,0,,0,SESS_USER_008_009,USER_008,5,mobile,2024-03-15T09:08:53.739114
Q_C_BODY_E_003,EX_C_BODY_E_003,Kefahaman - Badan Mudah,2024-01-13T11:26:37,2024-01-14T04:05:33.060000,59936.06,2024-10-11T05:38:30,2024-01-14T04:05:33.060000,comprehension,body_parts,images/mata.png,Anggota badan untuk melihat.,easy,word_to_pic,2024-01-14T04:05:26,2024-01-14T04:05:33.060000,7.06,images/mata.png,images/mata.png,1,1,0,,0,0,,0,SESS_USER_016_006,USER_016,2,web,2024-01-14T04:05:33.822960
Q_FOOD_H_001,EX_W_FOOD_H_001,Menulis - Makanan Sukar,2024-02-20T09:32:09,2024-02-21T02:11:32.010000,59963.01,2024-05-14T23:19:00,2024-02-21T02:11:32.010000,writing,food,nasi lemak,images/nasi_lemak.png,hard,pic_to_word,2024-02-21T02:11:12,2024-02-21T02:11:32.010000,20.01,nasi lemak,nasi lemak,1,1,0,,0,0,,0,SESS_USER_024_005,USER_024,2,web,2024-02-21T02:11:32.833249
Q_C_BODY_M_003,EX_C_BODY_M_003,Kefahaman - Badan Sederhana,2024-11-24T18:22:38,2024-11-25T11:02:08.090000,59970.09,2024-12-02T03:42:30,2024-11-25T11:02:08.090000,comprehension,body_parts,images/bahu.png,Bahagian atas badan tempat lengan bersambung.,medium,word_to_pic,2024-11-25T11:01:55,2024-11-25T11:02:08.090000,13.09,images/hati.png,images/bahu.png,0,0,0,,0,0,,0,SESS_USER_035_007,USER_035,3,mobile,2024-11-25T11:02:09.932059
Q_FOOD_M_005,EX_W_FOOD_M_005,Menulis - Makanan Sederhana,2024-09-17T16:20:07,2024-09-18T09:00:08.040000,60001.04,2024-10-06T02:36:00,2024-09-18T09:00:08.040000,writing,food,bubur,images/bubur.png,medium,pic_to_word,2024-09-18T08:59:38,2024-09-18T09:00:08.040000,30.04,bubur,bubur,1,0,1,functional,2,26,54.6,2,SESS_USER_027_003,USER_027,3,mobile,2024-09-18T09:00:09.701447
Q_C_BODY_M_002,EX_C_BODY_M_002,Kefahaman - Badan Sederhana,2024-03-24T13:16:33,2024-03-25T05:57:19.960000,60046.96,2024-02-19T18:31:30,2024-03-25T05:57:19.960000,comprehension,body_parts,images/leher.png,Bahagian badan yang menghubungkan kepala dan badan.,medium,word_to_pic,2024-03-25T05:56:23,2024-03-25T05:57:19.960000,56.96,images/leher.png,images/leher.png,1,1,0,,0,0,,0,SESS_USER_042_010,USER_042,5,mobile,2024-03-25T05:57:21.838801
Q_FOOD_M_001,EX_W_FOOD_M_001,Menulis - Makanan Sederhana,2024-05-30T14:49:01,2024-05-31T07:29:25.990000,60024.99,2024-01-24T19:24:00,2024-05-31T07:29:25.990000,writing,food,telur,images/telur.png,medium,pic_to_word,2024-05-31T07:29:04,2024-05-31T07:29:25.990000,21.99,nasi,telur,0,0,0,,0,0,,0,SESS_USER_044_006,USER_044,1,mobile,2024-05-31T07:29:27.641097
Q_C_BODY_E_004,EX_C_BODY_E_004,Kefahaman - Badan Mudah,2024-02-04T22:05:35,2024-02-05T14:46:39.440000,60064.44,2024-11-05T19:36:30,2024-02-05T14:46:39.440000,comprehension,body_parts,images/hidung.png,Anggota badan untuk menghidup bau dan bernafas.,easy,word_to_pic,2024-02-05T14:45:51,2024-02-05T14:46:39.440000,48.44,images/hidung.png,images/hidung.png,1,1,1,spelling,1,15,50.74,1,SESS_USER_003_007,USER_003,3,mobile,2024-02-05T14:46:41.196571
Q_KK_H_003,EX_W_KK_H_003,Menulis - Kata Kerja Sukar,2024-07-25T14:31:02,2024-07-26T07:11:56.110000,60054.11,2024-09-21T20:38:00,2024-07-26T07:11:56.110000,writing,verbs,bermain,images/bermain.png,hard,pic_to_word,2024-07-26T07:11:37,2024-07-26T07:11:56.110000,19.11,bermain,bermain,1,1,0,,0,0,,0,SESS_USER_004_006,USER_004,2,mobile,2024-07-26T07:11:57.137582
Q_C_BODY_M_005,EX_C_BODY_M_005,Kefahaman - Badan Sederhana,2024-03-02T20:09:30,2024-03-03T12:50:36.920000,60066.92,2024-07-16T04:50:30,2024-03-03T12:50:36.920000,comprehension,body_parts,images/bahu.png,Bahagian badan di atas lengan.,medium,word_to_pic,2024-03-03T12:50:20,2024-03-03T12:50:36.920000,16.92,images/bahu.png,images/bahu.png,1,1,0,,0,0,,0,SESS_USER_019_004,USER_019,1,web,2024-03-03T12:50:38.230166
Q_FOOD_M_005,EX_W_FOOD_M_005,Menulis - Makanan Sederhana,2024-09-17T16:20:07,2024-09-18T09:02:38.880000,60151.88,2024-03-30T05:15:00,2024-09-18T09:02:38.880000,writing,food,bubur,images/bubur.png,medium,pic_to_word,2024-09-18T09:01:08,2024-09-18T09:02:38.880000,90.88,roti canai,bubur,0,0,0,,0,0,,0,SESS_USER_025_002,USER_025,4,web,2024-09-18T09:02:40.642474
Q_C_KK_E_001,EX_C_KK_E_001,Kefahaman - Kata Kerja Mudah,2024-02-20T08:29:35,2024-02-21T01:11:10.240000,60095.24,2024-07-23T06:58:30,2024-02-21T01:11:10.240000,comprehension,verbs,images/makan.png,Perbuatan memasukkan makanan ke dalam mulut.,easy,word_to_pic,2024-02-21T01:10:52,2024-02-21T01:11:10.240000,18.24,images/makan.png,images/makan.png,1,1,0,,0,0,,0,SESS_USER_020_006,USER_020,5,mobile,2024-02-21T01:11:11.923346
Q_BADAN_M_002,EX_W_BADAN_M_002,Menulis - Anggota Badan Sederhana,2024-09-21T15:10:03,2024-09-22T07:51:51.660000,60108.66,2024-05-11T17:46:00,2024-09-22T07:51:51.660000,writing,body_parts,kepala,images/kepala.png,medium,pic_to_word,2024-09-22T07:51:35,2024-09-22T07:51:51.660000,16.66,images/leher.png,kepala,0,0,1,spelling,3,18,8.69,1,SESS_USER_008_009,USER_008,5,mobile,2024-09-22T07:51:53.436520
Q_C_BODY_E_002,EX_C_BODY_E_002,Kefahaman - Badan Mudah,2024-09-17T15:27:38,2024-09-18T08:10:01.020000,60143.02,2024-07-04T18:39:30,2024-09-18T08:10:01.020000,comprehension,body_parts,images/kaki.png,Anggota badan yang digunakan untuk berjalan atau berlari.,easy,word_to_pic,2024-09-18T08:09:24,2024-09-18T08:10:01.020000,37.02,images/kaki.png,images/kaki.png,1,1,0,,0,0,,0,SESS_USER_007_006,USER_007,1,web,2024-09-18T08:10:01.914703
Q_ANI_M_001,EX_W_ANI_M_001,Menulis - Haiwan Sederhana,2024-04-03T12:34:03,2024-04-04T05:16:22.400000,60139.4,2024-01-24T19:24:00,2024-04-04T05:16:22.400000,writing,animals,kambing,images/kambing.png,medium,pic_to_word,2024-04-04T05:16:07,2024-04-04T05:16:22.400000,15.4,kambing,kambing,1,1,1,rhyming,6,18,17.03,5,SESS_USER_044_006,USER_044,1,mobile,2024-04-04T05:16:24.204402
Q_C_ANI_E_001,EX_C_ANI_E_001,Kefahaman - Haiwan Mudah,2024-12-17T23:34:32,2024-12-18T16:16:55.820000,60143.82,2024-03-17T07:04:30,2024-12-18T16:16:55.820000,comprehension,animals,images/kucing.png,Haiwan ini mengeong dan suka bermain.,easy,word_to_pic,2024-12-18T16:16:50,2024-12-18T16:16:55.820000,5.82,images/kucing.png,images/kucing.png,1,1,0,,0,0,,0,SESS_USER_011_004,USER_011,4,web,2024-12-18T16:16:57.247486
Q_ANI_H_004,EX_W_ANI_H_004,Menulis - Haiwan Sukar,2024-10-21T15:03:03,2024-10-22T07:47:06.830000,60243.83,2024-05-28T04:36:00,2024-10-22T07:47:06.830000,writing,animals,belibis,images/belibis.png,hard,pic_to_word,2024-10-22T07:45:36,2024-10-22T07:47:06.830000,90.83,monyet,belibis,0,0,1,sentence_completion,3,20,55.76,2,SESS_USER_009_004,USER_009,1,mobile,2024-10-22T07:47:07.065035
Q_C_ANI_E_003,EX_C_ANI_E_003,Kefahaman - Haiwan Mudah,2024-06-03T09:15:38,2024-06-04T01:58:30.940000,60172.94,2024-02-08T00:13:30,2024-06-04T01:58:30.940000,comprehension,animals,images/ikan.png,Haiwan ini hidup di dalam air.,easy,word_to_pic,2024-06-04T01:58:25,2024-06-04T01:58:30.940000,5.94,images/ikan.png,images/ikan.png,1,1,0,,0,0,,0,SESS_USER_030_009,USER_030,4,mobile,2024-06-04T01:58:31.833611
Q_KK_M_005,EX_W_KK_M_005,Menulis - Kata Kerja Sederhana,2024-04-22T15:36:04,2024-04-23T08:20:29.600000,60265.6,2024-02-22T23:24:00,2024-04-23T08:20:29.600000,writing,verbs,cuci,images/mencuci.png,medium,pic_to_word,2024-04-23T08:19:09,2024-04-23T08:20:29.600000,80.6,cuci,cuci,1,1,0,,0,0,,0,SESS_USER_015_003,USER_015,2,mobile,2024-04-23T08:20:30.289222
Q_C_KK_E_003,EX_C_KK_E_003,Kefahaman - Kata Kerja Mudah,2024-06-06T11:17:40,2024-06-07T04:01:05.380000,60205.38,2024-08-22T05:23:30,2024-06-07T04:01:05.380000,comprehension,verbs,images/tidur.png,Perbuatan merehatkan badan dan pejam mata.,easy,word_to_pic,2024-06-07T04:00:58,2024-06-07T04:01:05.380000,7.38,images/tidur.png,images/tidur.png,1,1,0,,0,0,,0,SESS_USER_026_003,USER_026,5,web,2024-06-07T04:01:06.908487
Q_BADAN_E_005,EX_W_BADAN_E_005,Menulis - Anggota Badan Mudah,2024-04-30T14:14:09,2024-05-01T06:57:45.620000,60216.62,2024-05-14T23:19:00,2024-05-01T06:57:45.620000,writing,body_parts,telinga,images/telinga.png,easy,pic_to_word,2024-05-01T06:57:41,2024-05-01T06:57:45.620000,4.62,telinga,telinga,1,1,0,,0,0,,0,SESS_USER_024_005,USER_024,2,web,2024-05-01T06:57:46.633250
Q_C_ANI_E_005,EX_C_ANI_E_005,Kefahaman - Haiwan Mudah,2024-05-15T08:19:39,2024-05-16T01:04:16.070000,60277.07,2024-10-09T04:01:30,2024-05-16T01:04:16.070000,comprehension,animals,images/burung.png,Haiwan ini terbang dan berkicau.,easy,word_to_pic,2024-05-16T01:03:27,2024-05-16T01:04:16.070000,49.07,images/burung.png,images/burung.png,1,1,1,written_initial,7,20,40.24,5,SESS_USER_036_006,USER_036,1,mobile,2024-05-16T01:04:16.760617
Q_BADAN_E_005,EX_W_BADAN_E_005,Menulis - Anggota Badan Mudah,2024-04-30T14:14:09,2024-05-01T06:58:36.780000,60267.78,2024-11-21T22:46:00,2024-05-01T06:58:36.780000,writing,body_parts,telinga,images/telinga.png,easy,pic_to_word,2024-05-01T06:58:13,2024-05-01T06:58:36.780000,23.78,telinga,telinga,1,1,1,sentence_completion,5,8,32.23,2,SESS_USER_005_003,USER_005,2,mobile,2024-05-01T06:58:37.940792
Q_C_BODY_M_003,EX_C_BODY_M_003,Kefahaman - Badan Sederhana,2024-11-24T18:22:38,2024-11-25T11:07:23.460000,60285.46,2024-03-03T20:51:30,2024-11-25T11:07:23.460000,comprehension,body_parts,images/bahu.png,Bahagian atas badan tempat lengan bersambung.,medium,word_to_pic,2024-11-25T11:06:58,2024-11-25T11:07:23.460000,25.46,images/bahu.png,images/bahu.png,1,1,1,rhyming,1,35,28.71,1,SESS_USER_010_010,USER_010,5,mobile,2024-11-25T11:07:23.637125
